Observation,Team Name,Elo
24,Griffin,
24,Afreeca Freecs,2674.2569211292766
24,BBQ Olivers,2720.594174322263
24,Kingzone DragonX,2706.0069933780064
24,Kongdoo Monster,2709.942866897869
25,KT Rolster,2717.6154833280416
25,Damwon Gaming,
25,Afreeca Freecs,2674.2569211292766
25,Kongdoo Monster,2709.942866897869
25,KSV Esports,2771.382832976081
25,ROX Tigers,2711.001390293454
25,Kingzone DragonX,2706.0069933780064
25,MVP,2626.7055328656584
25,Sandbox Gaming,
25,Jin Air Green Wings,2696.1828442157102
25,SK Telecom T1,2688.113306614509
25,Gen.G,
25,BBQ Olivers,2698.791828301394
25,Griffin,
25,Hanwha Life Esports,
26,Afreeca Freecs,2674.2569211292766
26,ROX Tigers,2711.001390293454
26,Jin Air Green Wings,2712.2358802889785
26,Damwon Gaming,
26,Griffin,
26,BBQ Olivers,2698.791828301394
26,KT Rolster,2717.6154833280416
26,SK Telecom T1,2688.113306614509
26,Hanwha Life Esports,
26,MVP,2610.65249679239
26,Sandbox Gaming,
26,Gen.G,
26,Kingzone DragonX,2706.0069933780064
26,KSV Esports,2771.382832976081
26,Kongdoo Monster,2709.942866897869
27,Griffin,
27,ROX Tigers,2711.001390293454
27,Afreeca Freecs,2674.2569211292766
27,BBQ Olivers,2698.791828301394
27,Gen.G,
27,Jin Air Green Wings,2726.549393642997
27,KSV Esports,2771.382832976081
27,Kongdoo Monster,2709.942866897869
27,Sandbox Gaming,
27,SK Telecom T1,2688.113306614509
27,KT Rolster,2717.6154833280416
27,Kingzone DragonX,2706.0069933780064
27,Damwon Gaming,
27,MVP,2596.3389834383715
27,Hanwha Life Esports,
28,Kongdoo Monster,2709.942866897869
28,Hanwha Life Esports,
28,Griffin,
28,KT Rolster,2735.921271547315
28,Gen.G,
28,BBQ Olivers,2698.791828301394
28,ROX Tigers,2711.001390293454
28,Afreeca Freecs,2674.2569211292766
28,Damwon Gaming,
28,KSV Esports,2771.382832976081
28,Sandbox Gaming,
28,Jin Air Green Wings,2726.549393642997
28,MVP,2596.3389834383715
28,SK Telecom T1,2669.8075183952355
28,Kingzone DragonX,2706.0069933780064
29,Gen.G,
29,Sandbox Gaming,
29,ROX Tigers,2711.001390293454
29,Griffin,
29,KT Rolster,2712.160739095043
29,Jin Air Green Wings,2726.549393642997
29,Afreeca Freecs,2674.2569211292766
29,MVP,2596.3389834383715
29,BBQ Olivers,2698.791828301394
29,Kongdoo Monster,2709.942866897869
29,Kingzone DragonX,2706.0069933780064
29,Hanwha Life Esports,
29,SK Telecom T1,2693.5680508475075
29,Damwon Gaming,
29,KSV Esports,2771.382832976081
30,MVP,2596.3389834383715
30,Kongdoo Monster,2709.942866897869
30,Jin Air Green Wings,2726.549393642997
30,KSV Esports,2771.382832976081
30,Hanwha Life Esports,
30,Gen.G,
30,Sandbox Gaming,
30,ROX Tigers,2711.001390293454
30,Griffin,
30,Afreeca Freecs,2674.2569211292766
30,BBQ Olivers,2698.791828301394
30,SK Telecom T1,2674.637311512262
30,KT Rolster,2731.0914784302886
30,Damwon Gaming,
30,Kingzone DragonX,2706.0069933780064
31,Hanwha Life Esports,
31,MVP,2596.3389834383715
31,Kingzone DragonX,2706.0069933780064
31,Afreeca Freecs,2674.2569211292766
31,Gen.G,
31,Damwon Gaming,
31,BBQ Olivers,2698.791828301394
31,SK Telecom T1,2674.637311512262
31,ROX Tigers,2730.9404569772046
31,Sandbox Gaming,
31,Griffin,
31,Jin Air Green Wings,2726.549393642997
31,KT Rolster,2731.0914784302886
31,KSV Esports,2771.382832976081
31,Kongdoo Monster,2690.003800214118
32,Damwon Gaming,
32,Kingzone DragonX,2706.0069933780064
32,ROX Tigers,2708.594798300795
32,Sandbox Gaming,
32,KSV Esports,2771.382832976081
32,BBQ Olivers,2698.791828301394
32,MVP,2596.3389834383715
32,Afreeca Freecs,2674.2569211292766
32,Griffin,
32,Hanwha Life Esports,
32,SK Telecom T1,2674.637311512262
32,KT Rolster,2731.0914784302886
32,Gen.G,
32,Jin Air Green Wings,2726.549393642997
32,Kongdoo Monster,2712.349458890528
33,Kingzone DragonX,2706.0069933780064
33,KSV Esports,2771.382832976081
33,Gen.G,
33,Kongdoo Monster,2692.1333316664663
33,BBQ Olivers,2698.791828301394
33,KT Rolster,2731.0914784302886
33,ROX Tigers,2728.8109255248564
33,Afreeca Freecs,2674.2569211292766
33,Damwon Gaming,
33,Hanwha Life Esports,
33,Griffin,
33,Sandbox Gaming,
33,SK Telecom T1,2674.637311512262
33,Jin Air Green Wings,2726.549393642997
33,MVP,2596.3389834383715
34,Hanwha Life Esports,
34,MVP,2596.3389834383715
34,Damwon Gaming,
34,KT Rolster,2731.0914784302886
34,Jin Air Green Wings,2726.549393642997
34,SK Telecom T1,2674.637311512262
34,Kongdoo Monster,2692.1333316664663
34,Kingzone DragonX,2706.0069933780064
34,ROX Tigers,2728.8109255248564
34,Gen.G,
34,Sandbox Gaming,
34,KSV Esports,2745.9330464298782
34,Griffin,
34,BBQ Olivers,2698.791828301394
34,Afreeca Freecs,2699.7067076754793
35,Kongdoo Monster,2692.1333316664663
35,KT Rolster,2731.0914784302886
35,Griffin,
35,Afreeca Freecs,2682.3521180550356
35,Damwon Gaming,
35,Hanwha Life Esports,
35,Jin Air Green Wings,2726.549393642997
35,SK Telecom T1,2674.637311512262
35,KSV Esports,2763.287636050322
35,BBQ Olivers,2698.791828301394
35,ROX Tigers,2728.8109255248564
35,Kingzone DragonX,2706.0069933780064
35,Gen.G,
35,MVP,2596.3389834383715
35,Sandbox Gaming,
36,Gen.G,
36,KSV Esports,2778.711098982542
36,Hanwha Life Esports,
36,Kongdoo Monster,2692.1333316664663
36,SK Telecom T1,2674.637311512262
36,ROX Tigers,2728.8109255248564
36,Jin Air Green Wings,2726.549393642997
36,Afreeca Freecs,2666.9286551228156
36,Damwon Gaming,
36,Sandbox Gaming,
36,Griffin,
36,BBQ Olivers,2698.791828301394
36,Kingzone DragonX,2706.0069933780064
36,MVP,2596.3389834383715
36,KT Rolster,2731.0914784302886
37,Gen.G,
37,Hanwha Life Esports,
37,Damwon Gaming,
37,Kingzone DragonX,2724.2061003851863
37,SK Telecom T1,2656.438204505082
37,Afreeca Freecs,2666.9286551228156
37,BBQ Olivers,2698.791828301394
37,KT Rolster,2731.0914784302886
37,Jin Air Green Wings,2726.549393642997
37,Kongdoo Monster,2692.1333316664663
37,MVP,2596.3389834383715
37,ROX Tigers,2728.8109255248564
37,Sandbox Gaming,
37,KSV Esports,2778.711098982542
37,Griffin,
38,SK Telecom T1,2640.2905078079752
38,KT Rolster,2731.0914784302886
38,Kongdoo Monster,2692.1333316664663
38,Jin Air Green Wings,2726.549393642997
38,BBQ Olivers,2698.791828301394
38,Gen.G,
38,Kingzone DragonX,2740.353797082293
38,Sandbox Gaming,
38,ROX Tigers,2728.8109255248564
38,Damwon Gaming,
38,MVP,2596.3389834383715
38,KSV Esports,2778.711098982542
38,Griffin,
38,Hanwha Life Esports,
38,Afreeca Freecs,2666.9286551228156
39,Kongdoo Monster,2692.1333316664663
39,Sandbox Gaming,
39,KSV Esports,2778.711098982542
39,Kingzone DragonX,2740.353797082293
39,Damwon Gaming,
39,SK Telecom T1,2640.2905078079752
39,Gen.G,
39,ROX Tigers,2728.8109255248564
39,Afreeca Freecs,2666.9286551228156
39,Jin Air Green Wings,2726.549393642997
39,Hanwha Life Esports,
39,KT Rolster,2749.2374991324673
39,MVP,2596.3389834383715
39,BBQ Olivers,2680.6458075992155
39,Griffin,
40,BBQ Olivers,2704.543752095975
40,Sandbox Gaming,
40,KSV Esports,2778.711098982542
40,Jin Air Green Wings,2726.549393642997
40,Kingzone DragonX,2740.353797082293
40,Damwon Gaming,
40,Gen.G,
40,Afreeca Freecs,2666.9286551228156
40,KT Rolster,2725.339554635708
40,Griffin,
40,ROX Tigers,2728.8109255248564
40,SK Telecom T1,2640.2905078079752
40,Kongdoo Monster,2692.1333316664663
40,MVP,2596.3389834383715
40,Hanwha Life Esports,
41,KSV Esports,2778.711098982542
41,Sandbox Gaming,
41,BBQ Olivers,2685.739427170209
41,Damwon Gaming,
41,KT Rolster,2744.1438795614736
41,Afreeca Freecs,2666.9286551228156
41,Griffin,
41,Hanwha Life Esports,
41,MVP,2596.3389834383715
41,ROX Tigers,2728.8109255248564
41,Gen.G,
41,Kingzone DragonX,2740.353797082293
41,Kongdoo Monster,2692.1333316664663
41,SK Telecom T1,2640.2905078079752
41,Jin Air Green Wings,2726.549393642997
42,Gen.G,
42,KT Rolster,2744.1438795614736
42,Griffin,
42,Kongdoo Monster,2717.016489557785
42,Afreeca Freecs,2666.9286551228156
42,Damwon Gaming,
42,Jin Air Green Wings,2726.549393642997
42,BBQ Olivers,2685.739427170209
42,Kingzone DragonX,2740.353797082293
42,Hanwha Life Esports,
42,Sandbox Gaming,
42,MVP,2596.3389834383715
42,SK Telecom T1,2640.2905078079752
42,ROX Tigers,2728.8109255248564
42,KSV Esports,2753.8279410912232
43,Kongdoo Monster,2739.1276331938243
43,Jin Air Green Wings,2726.549393642997
43,Damwon Gaming,
43,KSV Esports,2731.716797455184
43,Kingzone DragonX,2740.353797082293
43,Sandbox Gaming,
43,BBQ Olivers,2685.739427170209
43,KT Rolster,2744.1438795614736
43,Gen.G,
43,ROX Tigers,2728.8109255248564
43,SK Telecom T1,2640.2905078079752
43,Griffin,
43,Afreeca Freecs,2666.9286551228156
43,MVP,2596.3389834383715
43,Hanwha Life Esports,
44,Gen.G,
44,KSV Esports,2731.716797455184
44,ROX Tigers,2705.2858927914194
44,Afreeca Freecs,2690.4536878562526
44,Damwon Gaming,
44,BBQ Olivers,2685.739427170209
44,SK Telecom T1,2640.2905078079752
44,KT Rolster,2744.1438795614736
44,Kingzone DragonX,2740.353797082293
44,Jin Air Green Wings,2726.549393642997
44,MVP,2596.3389834383715
44,Griffin,
44,Kongdoo Monster,2739.1276331938243
44,Hanwha Life Esports,
44,Sandbox Gaming,
45,Griffin,
45,Kingzone DragonX,2740.353797082293
45,BBQ Olivers,2685.739427170209
45,MVP,2596.3389834383715
45,KSV Esports,2731.716797455184
45,ROX Tigers,2684.432600748258
45,Sandbox Gaming,
45,Hanwha Life Esports,
45,Afreeca Freecs,2711.306979899414
45,Damwon Gaming,
45,KT Rolster,2744.1438795614736
45,SK Telecom T1,2640.2905078079752
45,Jin Air Green Wings,2726.549393642997
45,Kongdoo Monster,2739.1276331938243
45,Gen.G,
46,Gen.G,
46,Kingzone DragonX,2740.353797082293
46,SK Telecom T1,2640.2905078079752
46,Afreeca Freecs,2711.306979899414
46,Damwon Gaming,
46,Kongdoo Monster,2739.1276331938243
46,KSV Esports,2731.716797455184
46,Jin Air Green Wings,2704.210927837584
46,Hanwha Life Esports,
46,Griffin,
46,KT Rolster,2744.1438795614736
46,Sandbox Gaming,
46,BBQ Olivers,2708.077892975622
46,ROX Tigers,2684.432600748258
46,MVP,2596.3389834383715
47,Afreeca Freecs,2711.306979899414
47,Hanwha Life Esports,
47,Gen.G,
47,Griffin,
47,Damwon Gaming,
47,Kongdoo Monster,2739.1276331938243
47,Jin Air Green Wings,2684.4335190533725
47,ROX Tigers,2684.432600748258
47,SK Telecom T1,2640.2905078079752
47,KT Rolster,2744.1438795614736
47,Kingzone DragonX,2740.353797082293
47,MVP,2596.3389834383715
47,BBQ Olivers,2727.8553017598338
47,KSV Esports,2731.716797455184
47,Sandbox Gaming,
48,Gen.G,
48,ROX Tigers,2684.432600748258
48,Kingzone DragonX,2752.5079247432504
48,Kongdoo Monster,2739.1276331938243
48,Griffin,
48,Afreeca Freecs,2711.306979899414
48,Sandbox Gaming,
48,Hanwha Life Esports,
48,Damwon Gaming,
48,KSV Esports,2731.716797455184
48,KT Rolster,2744.1438795614736
48,BBQ Olivers,2727.8553017598338
48,SK Telecom T1,2640.2905078079752
48,MVP,2584.184855777414
48,Jin Air Green Wings,2684.4335190533725
49,ROX Tigers,2684.432600748258
49,SK Telecom T1,2640.2905078079752
49,Jin Air Green Wings,2684.4335190533725
49,Kongdoo Monster,2739.1276331938243
49,Gen.G,
49,KSV Esports,2731.716797455184
49,Afreeca Freecs,2711.306979899414
49,Hanwha Life Esports,
49,Griffin,
49,MVP,2573.1812261135633
49,Damwon Gaming,
49,KT Rolster,2744.1438795614736
49,BBQ Olivers,2727.8553017598338
49,Sandbox Gaming,
49,Kingzone DragonX,2763.5115544071014
50,BBQ Olivers,2727.8553017598338
50,Jin Air Green Wings,2684.4335190533725
50,KT Rolster,2744.1438795614736
50,Gen.G,
50,Afreeca Freecs,2711.306979899414
50,Griffin,
50,KSV Esports,2743.1754875302217
50,Sandbox Gaming,
50,Damwon Gaming,
50,Kongdoo Monster,2739.1276331938243
50,Kingzone DragonX,2763.5115544071014
50,Hanwha Life Esports,
50,MVP,2561.7225360385255
50,ROX Tigers,2684.432600748258
50,SK Telecom T1,2640.2905078079752
51,Kongdoo Monster,2739.1276331938243
51,Griffin,
51,Kingzone DragonX,2763.5115544071014
51,Hanwha Life Esports,
51,Afreeca Freecs,2711.306979899414
51,Gen.G,
51,BBQ Olivers,2727.8553017598338
51,MVP,2556.5169876043324
51,Damwon Gaming,
51,Sandbox Gaming,
51,SK Telecom T1,2640.2905078079752
51,ROX Tigers,2684.432600748258
51,KSV Esports,2748.381035964415
51,KT Rolster,2744.1438795614736
51,Jin Air Green Wings,2684.4335190533725
52,BBQ Olivers,2727.8553017598338
52,SK Telecom T1,2640.2905078079752
52,Damwon Gaming,
52,Sandbox Gaming,
52,Kingzone DragonX,2763.5115544071014
52,Hanwha Life Esports,
52,KSV Esports,2748.381035964415
52,Jin Air Green Wings,2695.994865807042
52,ROX Tigers,2684.432600748258
52,Afreeca Freecs,2711.306979899414
52,Gen.G,
52,MVP,2556.5169876043324
52,Griffin,
52,Kongdoo Monster,2727.5662864401547
52,KT Rolster,2744.1438795614736
53,Kongdoo Monster,2716.6600808164217
53,KT Rolster,2744.1438795614736
53,Sandbox Gaming,
53,Kingzone DragonX,2763.5115544071014
53,Gen.G,
53,Griffin,
53,Damwon Gaming,
53,SK Telecom T1,2640.2905078079752
53,MVP,2556.5169876043324
53,Hanwha Life Esports,
53,ROX Tigers,2684.432600748258
53,KSV Esports,2748.381035964415
53,Afreeca Freecs,2711.306979899414
53,Jin Air Green Wings,2706.901071430775
53,BBQ Olivers,2727.8553017598338
54,BBQ Olivers,2727.8553017598338
54,MVP,2556.5169876043324
54,ROX Tigers,2676.6701695665597
54,KT Rolster,2744.1438795614736
54,Sandbox Gaming,
54,Griffin,
54,Jin Air Green Wings,2706.901071430775
54,Gen.G,
54,Afreeca Freecs,2711.306979899414
54,Kongdoo Monster,2716.6600808164217
54,KSV Esports,2748.381035964415
54,Kingzone DragonX,2771.2739855888
54,Hanwha Life Esports,
54,Damwon Gaming,
54,SK Telecom T1,2640.2905078079752
55,Griffin,
55,Sandbox Gaming,
55,KSV Esports,2748.381035964415
55,ROX Tigers,2669.32772904896
55,Hanwha Life Esports,
55,MVP,2556.5169876043324
55,Jin Air Green Wings,2706.901071430775
55,Gen.G,
55,Damwon Gaming,
55,SK Telecom T1,2640.2905078079752
55,Kingzone DragonX,2778.6164261063996
55,BBQ Olivers,2727.8553017598338
55,Kongdoo Monster,2716.6600808164217
55,KT Rolster,2744.1438795614736
55,Afreeca Freecs,2711.306979899414
56,Gen.G,
56,Damwon Gaming,
56,KSV Esports,2748.381035964415
56,Kingzone DragonX,2778.6164261063996
56,Jin Air Green Wings,2706.901071430775
56,Hanwha Life Esports,
56,BBQ Olivers,2717.3793626213715
56,ROX Tigers,2669.32772904896
56,MVP,2556.5169876043324
56,Afreeca Freecs,2721.782919037876
56,Griffin,
56,SK Telecom T1,2640.2905078079752
56,KT Rolster,2744.1438795614736
56,Kongdoo Monster,2716.6600808164217
56,Sandbox Gaming,
57,Griffin,
57,Jin Air Green Wings,2706.901071430775
57,KSV Esports,2748.381035964415
57,Afreeca Freecs,2731.6561812822533
57,Kingzone DragonX,2778.6164261063996
57,Kongdoo Monster,2716.6600808164217
